phase,horizon_h,origin,target_time,actual_m,base_m,aux_missing,rain_amount_missing,rain_coverage_missing,missing45,missing108
test,10,2026-07-29T15:00:00-03:00,2026-07-30T01:00:00-03:00,14.73,15.13,0,0,0,0,0
test,10,2026-07-29T16:00:00-03:00,2026-07-30T02:00:00-03:00,14.53,15.21,0,0,0,0,0
test,10,2026-07-29T17:00:00-03:00,2026-07-30T03:00:00-03:00,14.31,15.29,0,0,0,0,0
test,10,2026-07-29T18:00:00-03:00,2026-07-30T04:00:00-03:00,14.06,15.27,0,0,0,0,0
test,10,2026-07-29T19:00:00-03:00,2026-07-30T05:00:00-03:00,13.8,15.3,0,0,0,0,0
test,10,2026-07-29T20:00:00-03:00,2026-07-30T06:00:00-03:00,13.49,15.27,0,0,0,0,0
test,10,2026-07-29T21:00:00-03:00,2026-07-30T07:00:00-03:00,13.21,15.23,0,0,0,0,0
test,10,2026-07-29T22:00:00-03:00,2026-07-30T08:00:00-03:00,12.91,15.16,0,0,0,0,0
test,10,2026-07-29T23:00:00-03:00,2026-07-30T09:00:00-03:00,12.6,15.06,0,0,0,0,0
test,10,2026-07-30T00:00:00-03:00,2026-07-30T10:00:00-03:00,12.29,14.94,0,0,0,0,0
test,10,2026-07-30T01:00:00-03:00,2026-07-30T11:00:00-03:00,12.01,14.79,0,0,0,0,0
test,10,2026-07-30T02:00:00-03:00,2026-07-30T12:00:00-03:00,11.74,14.58,0,0,0,0,0
test,10,2026-07-30T03:00:00-03:00,2026-07-30T13:00:00-03:00,11.45,14.37,0,0,0,0,0
test,10,2026-07-30T04:00:00-03:00,2026-07-30T14:00:00-03:00,11.15,14.1,0,0,0,0,0
test,10,2026-07-30T05:00:00-03:00,2026-07-30T15:00:00-03:00,10.81,13.87,0,0,0,0,0
test,10,2026-07-30T06:00:00-03:00,2026-07-30T16:00:00-03:00,10.47,13.58,0,0,0,0,0
test,10,2026-07-30T07:00:00-03:00,2026-07-30T17:00:00-03:00,10.16,13.28,0,0,0,0,0
test,10,2026-07-30T08:00:00-03:00,2026-07-30T18:00:00-03:00,9.99,12.99,0,0,0,0,0
test,10,2026-07-30T09:00:00-03:00,2026-07-30T19:00:00-03:00,9.9,12.67,0,0,0,0,0
test,10,2026-07-30T10:00:00-03:00,2026-07-30T20:00:00-03:00,9.81,12.37,0,0,0,0,0
test,10,2026-07-30T11:00:00-03:00,2026-07-30T21:00:00-03:00,9.69,12.1,0,0,0,0,0
test,10,2026-07-30T12:00:00-03:00,2026-07-30T22:00:00-03:00,9.51,11.78,0,0,0,0,0
test,10,2026-07-30T13:00:00-03:00,2026-07-30T23:00:00-03:00,9.2,11.51,0,0,0,0,0
test,10,2026-07-30T14:00:00-03:00,2026-07-31T00:00:00-03:00,8.89,11.23,0,0,0,0,0
test,10,2026-07-30T15:00:00-03:00,2026-07-31T01:00:00-03:00,8.66,10.9,0,0,0,0,0
test,10,2026-07-30T16:00:00-03:00,2026-07-31T02:00:00-03:00,8.53,10.54,0,0,0,0,0
test,10,2026-07-30T17:00:00-03:00,2026-07-31T03:00:00-03:00,8.42,10.22,0,1,0,0,1
test,10,2026-07-30T18:00:00-03:00,2026-07-31T04:00:00-03:00,8.34,10.03,0,0,0,0,0
test,10,2026-07-30T19:00:00-03:00,2026-07-31T05:00:00-03:00,8.24,9.92,0,0,0,0,0
test,10,2026-07-30T20:00:00-03:00,2026-07-31T06:00:00-03:00,8.15,9.83,0,0,0,0,0
test,10,2026-07-30T21:00:00-03:00,2026-07-31T07:00:00-03:00,8.0,9.72,0,0,0,0,0
test,10,2026-07-30T22:00:00-03:00,2026-07-31T08:00:00-03:00,7.81,9.55,0,0,0,0,0
test,10,2026-07-30T23:00:00-03:00,2026-07-31T09:00:00-03:00,7.63,9.28,0,0,0,0,0
test,10,2026-07-31T00:00:00-03:00,2026-07-31T10:00:00-03:00,7.51,8.96,0,0,0,0,0
test,10,2026-07-31T01:00:00-03:00,2026-07-31T11:00:00-03:00,7.43,8.71,0,0,0,0,0
test,10,2026-07-31T02:00:00-03:00,2026-07-31T12:00:00-03:00,7.4,8.55,0,0,0,0,0
test,10,2026-07-31T03:00:00-03:00,2026-07-31T13:00:00-03:00,7.35,8.44,0,0,0,0,0
test,10,2026-07-31T04:00:00-03:00,2026-07-31T14:00:00-03:00,7.29,8.36,0,0,0,0,0
test,10,2026-07-31T05:00:00-03:00,2026-07-31T15:00:00-03:00,7.22,8.27,0,0,0,0,0
test,10,2026-07-31T06:00:00-03:00,2026-07-31T16:00:00-03:00,7.14,8.18,0,0,0,0,0
test,10,2026-07-31T07:00:00-03:00,2026-07-31T17:00:00-03:00,7.08,8.03,0,0,0,0,0
test,10,2026-07-31T08:00:00-03:00,2026-07-31T18:00:00-03:00,7.02,7.85,0,0,0,0,0
test,10,2026-08-12T20:00:00-03:00,2026-08-13T06:00:00-03:00,7.35,2.65,0,0,0,0,0
test,10,2026-08-12T21:00:00-03:00,2026-08-13T07:00:00-03:00,7.88,2.93,0,0,0,0,0
test,10,2026-08-12T22:00:00-03:00,2026-08-13T08:00:00-03:00,8.24,3.63,0,0,0,0,0
test,10,2026-08-12T23:00:00-03:00,2026-08-13T09:00:00-03:00,8.49,4.64,0,0,0,0,0
test,10,2026-08-13T00:00:00-03:00,2026-08-13T10:00:00-03:00,8.64,5.27,0,0,0,0,0
test,10,2026-08-13T01:00:00-03:00,2026-08-13T11:00:00-03:00,8.78,5.59,0,0,0,0,0
test,10,2026-08-13T02:00:00-03:00,2026-08-13T12:00:00-03:00,8.88,5.77,0,0,0,0,0
test,10,2026-08-13T03:00:00-03:00,2026-08-13T13:00:00-03:00,8.89,5.91,0,0,0,0,0
test,10,2026-08-13T04:00:00-03:00,2026-08-13T14:00:00-03:00,8.83,6.13,0,0,0,0,0
test,10,2026-08-13T05:00:00-03:00,2026-08-13T15:00:00-03:00,8.79,6.48,0,0,0,0,0
test,10,2026-08-13T06:00:00-03:00,2026-08-13T16:00:00-03:00,8.79,7.19,0,0,0,0,0
test,10,2026-08-13T07:00:00-03:00,2026-08-13T17:00:00-03:00,8.87,7.77,0,0,0,0,0
test,10,2026-08-13T08:00:00-03:00,2026-08-13T18:00:00-03:00,9.01,8.17,0,0,0,0,0
test,10,2026-08-13T09:00:00-03:00,2026-08-13T19:00:00-03:00,9.16,8.44,0,0,0,0,0
test,10,2026-08-13T10:00:00-03:00,2026-08-13T20:00:00-03:00,9.28,8.61,0,0,0,0,0
test,10,2026-08-13T11:00:00-03:00,2026-08-13T21:00:00-03:00,9.36,8.74,0,0,0,0,0
test,10,2026-08-13T12:00:00-03:00,2026-08-13T22:00:00-03:00,9.43,8.87,0,0,0,0,0
test,10,2026-08-13T13:00:00-03:00,2026-08-13T23:00:00-03:00,9.49,8.89,0,0,0,0,0
test,10,2026-08-13T14:00:00-03:00,2026-08-14T00:00:00-03:00,9.58,8.85,0,0,0,0,0
test,10,2026-08-13T15:00:00-03:00,2026-08-14T01:00:00-03:00,9.67,8.79,0,0,0,0,0
test,10,2026-08-13T16:00:00-03:00,2026-08-14T02:00:00-03:00,9.73,8.8,0,0,0,0,0
test,10,2026-08-13T17:00:00-03:00,2026-08-14T03:00:00-03:00,9.74,8.84,0,0,0,0,0
test,10,2026-08-13T18:00:00-03:00,2026-08-14T04:00:00-03:00,9.72,8.97,0,0,0,0,0
test,10,2026-08-13T19:00:00-03:00,2026-08-14T05:00:00-03:00,9.67,9.12,0,0,0,0,0
test,10,2026-08-13T20:00:00-03:00,2026-08-14T06:00:00-03:00,9.58,9.26,0,0,0,0,0
test,10,2026-08-13T21:00:00-03:00,2026-08-14T07:00:00-03:00,9.5,9.35,0,0,0,0,0
test,10,2026-08-13T22:00:00-03:00,2026-08-14T08:00:00-03:00,9.4,9.41,0,0,0,0,0
test,10,2026-08-13T23:00:00-03:00,2026-08-14T09:00:00-03:00,9.29,9.48,0,0,0,0,0
test,10,2026-08-14T00:00:00-03:00,2026-08-14T10:00:00-03:00,9.09,9.56,0,0,0,0,0
test,10,2026-08-14T01:00:00-03:00,2026-08-14T11:00:00-03:00,8.88,9.66,0,0,0,0,0
test,10,2026-08-14T02:00:00-03:00,2026-08-14T12:00:00-03:00,8.71,9.72,0,0,0,0,0
test,10,2026-08-14T03:00:00-03:00,2026-08-14T13:00:00-03:00,8.61,9.74,0,0,0,0,0
test,10,2026-08-14T04:00:00-03:00,2026-08-14T14:00:00-03:00,8.57,9.73,0,0,0,0,0
test,10,2026-08-14T05:00:00-03:00,2026-08-14T15:00:00-03:00,8.55,9.68,0,0,0,0,0
test,10,2026-08-14T06:00:00-03:00,2026-08-14T16:00:00-03:00,8.51,9.6,0,0,0,0,0
test,10,2026-08-14T07:00:00-03:00,2026-08-14T17:00:00-03:00,8.48,9.53,0,0,0,0,0
test,10,2026-08-14T08:00:00-03:00,2026-08-14T18:00:00-03:00,8.49,9.42,0,0,0,0,0
test,10,2026-08-14T09:00:00-03:00,2026-08-14T19:00:00-03:00,8.46,9.32,0,0,0,0,0
test,10,2026-08-14T10:00:00-03:00,2026-08-14T20:00:00-03:00,8.41,9.15,0,0,0,0,0
test,10,2026-08-14T11:00:00-03:00,2026-08-14T21:00:00-03:00,8.32,8.92,0,0,0,0,0
test,10,2026-08-14T12:00:00-03:00,2026-08-14T22:00:00-03:00,8.16,8.75,0,0,0,0,0
test,10,2026-08-14T13:00:00-03:00,2026-08-14T23:00:00-03:00,7.97,8.63,0,0,0,0,0
test,10,2026-08-14T14:00:00-03:00,2026-08-15T00:00:00-03:00,7.74,8.58,6,0,0,6,0
test,10,2026-08-14T15:00:00-03:00,2026-08-15T01:00:00-03:00,7.53,8.55,6,0,0,6,0
test,10,2026-08-14T16:00:00-03:00,2026-08-15T02:00:00-03:00,7.36,8.52,6,0,0,6,0
test,10,2026-08-14T17:00:00-03:00,2026-08-15T03:00:00-03:00,7.25,8.5,6,0,0,6,0
test,10,2026-08-14T18:00:00-03:00,2026-08-15T04:00:00-03:00,7.15,8.49,4,0,0,4,0
test,10,2026-08-14T19:00:00-03:00,2026-08-15T05:00:00-03:00,7.09,8.46,2,0,0,2,0
test,10,2026-08-14T20:00:00-03:00,2026-08-15T06:00:00-03:00,7.03,8.43,1,0,0,1,0
test,10,2026-08-30T20:00:00-03:00,2026-08-31T06:00:00-03:00,7.29,4.69,0,0,0,0,0
test,10,2026-08-30T21:00:00-03:00,2026-08-31T07:00:00-03:00,7.49,4.98,0,0,0,0,0
test,10,2026-08-30T22:00:00-03:00,2026-08-31T08:00:00-03:00,7.54,5.44,0,0,0,0,0
test,10,2026-08-30T23:00:00-03:00,2026-08-31T09:00:00-03:00,7.53,5.81,0,0,0,0,0
test,10,2026-08-31T00:00:00-03:00,2026-08-31T10:00:00-03:00,7.5,6.02,0,0,0,0,0
test,10,2026-08-31T01:00:00-03:00,2026-08-31T11:00:00-03:00,7.49,6.16,0,0,0,0,0
test,10,2026-08-31T02:00:00-03:00,2026-08-31T12:00:00-03:00,7.42,6.26,0,0,0,0,0
test,10,2026-08-31T03:00:00-03:00,2026-08-31T13:00:00-03:00,7.26,6.35,0,0,0,0,0
test,10,2026-08-31T04:00:00-03:00,2026-08-31T14:00:00-03:00,7.12,6.51,0,0,0,0,0
test,10,2026-08-31T05:00:00-03:00,2026-08-31T15:00:00-03:00,7.02,6.84,0,0,0,0,0
test,10,2026-08-31T06:00:00-03:00,2026-08-31T16:00:00-03:00,7.01,7.24,0,0,0,0,0
test,10,2026-08-31T07:00:00-03:00,2026-08-31T17:00:00-03:00,7.13,7.45,0,0,0,0,0
test,10,2026-08-31T08:00:00-03:00,2026-08-31T18:00:00-03:00,7.27,7.54,0,0,0,0,0
test,10,2026-08-31T09:00:00-03:00,2026-08-31T19:00:00-03:00,7.38,7.53,0,0,0,0,0
test,10,2026-08-31T10:00:00-03:00,2026-08-31T20:00:00-03:00,7.39,7.52,0,0,0,0,0
test,10,2026-08-31T11:00:00-03:00,2026-08-31T21:00:00-03:00,7.33,7.49,0,0,0,0,0
test,10,2026-08-31T12:00:00-03:00,2026-08-31T22:00:00-03:00,7.25,7.45,0,0,0,0,0
test,10,2026-08-31T13:00:00-03:00,2026-08-31T23:00:00-03:00,7.1,7.3,0,0,0,0,0
test,11,2026-07-02T10:00:00-03:00,2026-07-02T21:00:00-03:00,7.1,3.68,6,0,0,6,0
test,11,2026-07-02T11:00:00-03:00,2026-07-02T22:00:00-03:00,7.3,4.22,6,0,0,6,0
test,11,2026-07-02T12:00:00-03:00,2026-07-02T23:00:00-03:00,7.48,4.75,6,0,0,6,0
test,11,2026-07-02T13:00:00-03:00,2026-07-03T00:00:00-03:00,7.69,4.97,6,0,0,6,0
test,11,2026-07-02T14:00:00-03:00,2026-07-03T01:00:00-03:00,7.95,5.05,6,0,0,6,0
test,11,2026-07-02T15:00:00-03:00,2026-07-03T02:00:00-03:00,8.19,5.13,6,0,0,6,0
test,11,2026-07-02T16:00:00-03:00,2026-07-03T03:00:00-03:00,8.32,5.28,6,0,0,6,0
test,11,2026-07-02T17:00:00-03:00,2026-07-03T04:00:00-03:00,8.35,5.58,6,0,0,6,0
test,11,2026-07-02T18:00:00-03:00,2026-07-03T05:00:00-03:00,8.39,6.01,6,0,0,6,0
test,11,2026-07-02T19:00:00-03:00,2026-07-03T06:00:00-03:00,8.53,6.53,6,0,0,6,0
test,11,2026-07-02T20:00:00-03:00,2026-07-03T07:00:00-03:00,8.62,6.83,6,0,0,6,0
test,11,2026-07-02T21:00:00-03:00,2026-07-03T08:00:00-03:00,8.73,7.06,6,0,0,6,0
test,11,2026-07-02T22:00:00-03:00,2026-07-03T09:00:00-03:00,8.82,7.24,6,0,0,6,0
test,11,2026-07-02T23:00:00-03:00,2026-07-03T10:00:00-03:00,8.82,7.42,6,0,0,6,0
test,11,2026-07-03T00:00:00-03:00,2026-07-03T11:00:00-03:00,8.7,7.63,6,0,0,6,0
test,11,2026-07-03T01:00:00-03:00,2026-07-03T12:00:00-03:00,8.58,7.89,6,0,0,6,0
test,11,2026-07-03T02:00:00-03:00,2026-07-03T13:00:00-03:00,8.44,8.14,6,0,0,6,0
test,11,2026-07-03T03:00:00-03:00,2026-07-03T14:00:00-03:00,8.4,8.29,6,0,0,6,0
test,11,2026-07-03T04:00:00-03:00,2026-07-03T15:00:00-03:00,8.34,8.35,6,0,0,6,0
test,11,2026-07-03T05:00:00-03:00,2026-07-03T16:00:00-03:00,8.32,8.39,6,0,0,6,0
test,11,2026-07-03T06:00:00-03:00,2026-07-03T17:00:00-03:00,8.27,8.48,6,0,0,6,0
test,11,2026-07-03T07:00:00-03:00,2026-07-03T18:00:00-03:00,8.22,8.62,6,0,0,6,0
test,11,2026-07-03T08:00:00-03:00,2026-07-03T19:00:00-03:00,8.17,8.7,6,0,0,6,0
test,11,2026-07-03T09:00:00-03:00,2026-07-03T20:00:00-03:00,8.13,8.79,6,0,0,6,0
test,11,2026-07-03T10:00:00-03:00,2026-07-03T21:00:00-03:00,8.13,8.84,6,0,0,6,0
test,11,2026-07-03T11:00:00-03:00,2026-07-03T22:00:00-03:00,8.11,8.74,6,0,0,6,0
test,11,2026-07-03T12:00:00-03:00,2026-07-03T23:00:00-03:00,8.02,8.6,6,0,0,6,0
test,11,2026-07-03T13:00:00-03:00,2026-07-04T00:00:00-03:00,7.91,8.48,6,0,0,6,0
test,11,2026-07-03T14:00:00-03:00,2026-07-04T01:00:00-03:00,7.74,8.4,6,0,0,6,0
test,11,2026-07-03T15:00:00-03:00,2026-07-04T02:00:00-03:00,7.52,8.38,6,0,0,6,0
test,11,2026-07-03T16:00:00-03:00,2026-07-04T03:00:00-03:00,7.34,8.33,6,0,0,6,0
test,11,2026-07-03T17:00:00-03:00,2026-07-04T04:00:00-03:00,7.22,8.29,6,0,0,6,0
test,11,2026-07-03T18:00:00-03:00,2026-07-04T05:00:00-03:00,7.17,8.24,6,0,0,6,0
test,11,2026-07-03T19:00:00-03:00,2026-07-04T06:00:00-03:00,7.11,8.18,6,0,0,6,0
test,11,2026-07-03T20:00:00-03:00,2026-07-04T07:00:00-03:00,7.06,8.14,6,0,0,6,0
test,11,2026-07-21T11:00:00-03:00,2026-07-21T22:00:00-03:00,7.38,3.5,6,0,0,6,0
test,11,2026-07-21T12:00:00-03:00,2026-07-21T23:00:00-03:00,9.21,3.56,6,0,0,6,0
test,11,2026-07-21T13:00:00-03:00,2026-07-22T00:00:00-03:00,10.77,3.59,6,0,0,6,0
test,11,2026-07-21T14:00:00-03:00,2026-07-22T01:00:00-03:00,11.99,3.54,6,0,0,6,0
test,11,2026-07-21T15:00:00-03:00,2026-07-22T02:00:00-03:00,12.97,3.41,6,0,0,6,0
test,11,2026-07-21T16:00:00-03:00,2026-07-22T03:00:00-03:00,13.77,3.27,6,0,0,6,0
test,11,2026-07-21T17:00:00-03:00,2026-07-22T04:00:00-03:00,14.49,3.21,6,0,0,6,0
test,11,2026-07-21T18:00:00-03:00,2026-07-22T05:00:00-03:00,15.16,3.25,6,0,0,6,0
test,11,2026-07-21T19:00:00-03:00,2026-07-22T06:00:00-03:00,15.81,3.42,6,0,0,6,0
test,11,2026-07-21T20:00:00-03:00,2026-07-22T07:00:00-03:00,16.5,3.89,6,0,0,6,0
test,11,2026-07-21T21:00:00-03:00,2026-07-22T08:00:00-03:00,17.16,5.02,6,0,0,6,0
test,11,2026-07-21T22:00:00-03:00,2026-07-22T09:00:00-03:00,17.78,6.95,6,0,0,6,0
test,11,2026-07-21T23:00:00-03:00,2026-07-22T10:00:00-03:00,18.37,8.77,6,0,0,6,0
test,11,2026-07-22T00:00:00-03:00,2026-07-22T11:00:00-03:00,18.79,10.42,6,0,0,6,0
test,11,2026-07-22T01:00:00-03:00,2026-07-22T12:00:00-03:00,19.02,11.7,6,0,0,6,0
test,11,2026-07-22T02:00:00-03:00,2026-07-22T13:00:00-03:00,19.24,12.75,6,0,0,6,0
test,11,2026-07-22T03:00:00-03:00,2026-07-22T14:00:00-03:00,19.26,13.57,6,0,0,6,0
test,11,2026-07-22T04:00:00-03:00,2026-07-22T15:00:00-03:00,19.86,14.31,6,0,0,6,0
test,11,2026-07-22T06:00:00-03:00,2026-07-22T17:00:00-03:00,18.95,15.64,6,0,0,6,0
test,11,2026-07-22T07:00:00-03:00,2026-07-22T18:00:00-03:00,18.68,16.33,6,0,0,6,0
test,11,2026-07-22T08:00:00-03:00,2026-07-22T19:00:00-03:00,18.43,17.0,6,0,0,6,0
test,11,2026-07-22T09:00:00-03:00,2026-07-22T20:00:00-03:00,18.11,17.7,6,0,0,6,0
test,11,2026-07-22T10:00:00-03:00,2026-07-22T21:00:00-03:00,17.79,18.28,6,0,0,6,0
test,11,2026-07-22T11:00:00-03:00,2026-07-22T22:00:00-03:00,17.41,18.68,6,0,0,6,0
test,11,2026-07-22T12:00:00-03:00,2026-07-22T23:00:00-03:00,17.04,19.03,6,0,0,6,0
test,11,2026-07-22T13:00:00-03:00,2026-07-23T00:00:00-03:00,16.58,19.19,6,0,0,6,0
test,11,2026-07-22T14:00:00-03:00,2026-07-23T01:00:00-03:00,16.07,19.25,6,0,0,6,0
test,11,2026-07-22T15:00:00-03:00,2026-07-23T02:00:00-03:00,15.55,19.28,6,0,0,6,0
test,11,2026-07-22T16:00:00-03:00,2026-07-23T03:00:00-03:00,14.98,19.81,6,0,0,6,0
test,11,2026-07-22T17:00:00-03:00,2026-07-23T04:00:00-03:00,14.51,,6,0,0,12,6
test,11,2026-07-22T18:00:00-03:00,2026-07-23T05:00:00-03:00,14.07,18.77,6,0,0,7,1
test,11,2026-07-22T19:00:00-03:00,2026-07-23T06:00:00-03:00,13.68,18.5,6,0,0,7,1
test,11,2026-07-22T20:00:00-03:00,2026-07-23T07:00:00-03:00,13.32,18.19,6,0,0,6,0
test,11,2026-07-22T21:00:00-03:00,2026-07-23T08:00:00-03:00,12.97,17.88,6,0,0,7,1
test,11,2026-07-22T22:00:00-03:00,2026-07-23T09:00:00-03:00,12.58,17.51,6,0,0,6,0
test,11,2026-07-22T23:00:00-03:00,2026-07-23T10:00:00-03:00,12.23,17.14,6,0,0,6,0
test,11,2026-07-23T00:00:00-03:00,2026-07-23T11:00:00-03:00,11.86,16.7,6,0,0,6,0
test,11,2026-07-23T01:00:00-03:00,2026-07-23T12:00:00-03:00,11.53,16.22,6,0,0,7,1
test,11,2026-07-23T02:00:00-03:00,2026-07-23T13:00:00-03:00,11.2,15.72,6,0,0,6,0
test,11,2026-07-23T03:00:00-03:00,2026-07-23T14:00:00-03:00,10.89,15.12,6,0,0,6,0
test,11,2026-07-23T04:00:00-03:00,2026-07-23T15:00:00-03:00,10.55,14.59,6,0,0,6,0
test,11,2026-07-23T05:00:00-03:00,2026-07-23T16:00:00-03:00,10.16,14.17,6,0,0,6,0
test,11,2026-07-23T06:00:00-03:00,2026-07-23T17:00:00-03:00,9.86,13.79,6,0,0,6,0
test,11,2026-07-23T07:00:00-03:00,2026-07-23T18:00:00-03:00,9.71,13.4,6,0,0,6,0
test,11,2026-07-23T08:00:00-03:00,2026-07-23T19:00:00-03:00,9.6,13.06,6,0,0,6,0
test,11,2026-07-23T09:00:00-03:00,2026-07-23T20:00:00-03:00,9.45,12.68,6,0,0,6,0
test,11,2026-07-23T10:00:00-03:00,2026-07-23T21:00:00-03:00,9.29,12.32,6,0,0,6,0
test,11,2026-07-23T11:00:00-03:00,2026-07-23T22:00:00-03:00,9.08,11.95,6,0,0,6,0
test,11,2026-07-23T12:00:00-03:00,2026-07-23T23:00:00-03:00,8.84,11.6,4,0,0,4,0
test,11,2026-07-23T13:00:00-03:00,2026-07-24T00:00:00-03:00,8.58,11.28,3,0,0,3,0
test,11,2026-07-23T14:00:00-03:00,2026-07-24T01:00:00-03:00,8.35,10.97,2,0,0,2,0
test,11,2026-07-23T15:00:00-03:00,2026-07-24T02:00:00-03:00,8.19,10.63,2,0,0,2,0
test,11,2026-07-23T16:00:00-03:00,2026-07-24T03:00:00-03:00,8.06,10.27,1,0,0,1,0
test,11,2026-07-23T17:00:00-03:00,2026-07-24T04:00:00-03:00,7.91,9.93,1,0,0,1,0
test,11,2026-07-23T18:00:00-03:00,2026-07-24T05:00:00-03:00,7.74,9.73,1,0,0,1,0
test,11,2026-07-23T19:00:00-03:00,2026-07-24T06:00:00-03:00,7.56,9.64,1,0,0,1,0
test,11,2026-07-23T20:00:00-03:00,2026-07-24T07:00:00-03:00,7.39,9.49,0,0,0,0,0
test,11,2026-07-23T21:00:00-03:00,2026-07-24T08:00:00-03:00,7.25,9.33,0,0,0,0,0
test,11,2026-07-23T22:00:00-03:00,2026-07-24T09:00:00-03:00,7.18,9.13,0,0,0,0,0
test,11,2026-07-23T23:00:00-03:00,2026-07-24T10:00:00-03:00,7.11,8.9,0,0,0,0,0
test,11,2026-07-24T00:00:00-03:00,2026-07-24T11:00:00-03:00,7.02,8.64,0,0,0,0,0
test,11,2026-07-28T06:00:00-03:00,2026-07-28T17:00:00-03:00,7.44,4.42,0,0,0,0,0
test,11,2026-07-28T07:00:00-03:00,2026-07-28T18:00:00-03:00,8.47,4.4,0,0,0,0,0
test,11,2026-07-28T08:00:00-03:00,2026-07-28T19:00:00-03:00,9.47,4.43,0,0,0,0,0
test,11,2026-07-28T09:00:00-03:00,2026-07-28T20:00:00-03:00,10.31,4.54,0,0,0,0,0
test,11,2026-07-28T10:00:00-03:00,2026-07-28T21:00:00-03:00,10.86,4.72,0,0,0,0,0
test,11,2026-07-28T11:00:00-03:00,2026-07-28T22:00:00-03:00,11.24,4.88,0,0,0,0,0
test,11,2026-07-28T12:00:00-03:00,2026-07-28T23:00:00-03:00,11.47,5.02,0,0,0,0,0
test,11,2026-07-28T13:00:00-03:00,2026-07-29T00:00:00-03:00,11.6,5.23,0,0,0,0,0
test,11,2026-07-28T14:00:00-03:00,2026-07-29T01:00:00-03:00,11.88,5.52,0,0,0,0,0
test,11,2026-07-28T15:00:00-03:00,2026-07-29T02:00:00-03:00,12.26,6.03,0,0,0,0,0
test,11,2026-07-28T16:00:00-03:00,2026-07-29T03:00:00-03:00,12.72,6.56,0,0,0,0,0
test,11,2026-07-28T17:00:00-03:00,2026-07-29T04:00:00-03:00,13.18,7.23,0,0,0,0,0
test,11,2026-07-28T18:00:00-03:00,2026-07-29T05:00:00-03:00,13.47,8.21,0,0,0,0,0
test,11,2026-07-28T19:00:00-03:00,2026-07-29T06:00:00-03:00,13.82,9.24,0,0,0,0,0
test,11,2026-07-28T20:00:00-03:00,2026-07-29T07:00:00-03:00,14.07,10.11,0,0,0,0,0
test,11,2026-07-28T21:00:00-03:00,2026-07-29T08:00:00-03:00,14.3,10.76,0,0,0,0,0
test,11,2026-07-28T22:00:00-03:00,2026-07-29T09:00:00-03:00,14.46,11.18,0,0,0,0,0
test,11,2026-07-28T23:00:00-03:00,2026-07-29T10:00:00-03:00,14.55,11.43,0,0,0,0,0
test,11,2026-07-29T00:00:00-03:00,2026-07-29T11:00:00-03:00,14.71,11.56,0,0,0,0,0
test,11,2026-07-29T01:00:00-03:00,2026-07-29T12:00:00-03:00,14.81,11.83,0,0,0,0,0
test,11,2026-07-29T02:00:00-03:00,2026-07-29T13:00:00-03:00,14.95,12.19,0,0,0,0,0
test,11,2026-07-29T03:00:00-03:00,2026-07-29T14:00:00-03:00,15.09,12.59,0,0,0,0,0
test,11,2026-07-29T04:00:00-03:00,2026-07-29T15:00:00-03:00,15.16,13.07,0,0,0,0,0
test,11,2026-07-29T05:00:00-03:00,2026-07-29T16:00:00-03:00,15.22,13.42,0,0,0,0,0
test,11,2026-07-29T06:00:00-03:00,2026-07-29T17:00:00-03:00,15.26,13.75,0,0,0,0,0
test,11,2026-07-29T07:00:00-03:00,2026-07-29T18:00:00-03:00,15.28,14.0,0,0,0,0,0
test,11,2026-07-29T08:00:00-03:00,2026-07-29T19:00:00-03:00,15.31,14.27,0,0,0,0,0
test,11,2026-07-29T09:00:00-03:00,2026-07-29T20:00:00-03:00,15.26,14.4,0,0,0,0,0
test,11,2026-07-29T10:00:00-03:00,2026-07-29T21:00:00-03:00,15.21,14.55,0,0,0,0,0
test,11,2026-07-29T11:00:00-03:00,2026-07-29T22:00:00-03:00,15.12,14.64,0,0,0,0,0
test,11,2026-07-29T12:00:00-03:00,2026-07-29T23:00:00-03:00,15.03,14.83,0,0,0,0,0
test,11,2026-07-29T13:00:00-03:00,2026-07-30T00:00:00-03:00,14.88,14.95,0,0,0,0,0
test,11,2026-07-29T14:00:00-03:00,2026-07-30T01:00:00-03:00,14.73,15.05,0,0,0,0,0
test,11,2026-07-29T15:00:00-03:00,2026-07-30T02:00:00-03:00,14.53,15.13,0,0,0,0,0
test,11,2026-07-29T16:00:00-03:00,2026-07-30T03:00:00-03:00,14.31,15.21,0,0,0,0,0
test,11,2026-07-29T17:00:00-03:00,2026-07-30T04:00:00-03:00,14.06,15.29,0,0,0,0,0
test,11,2026-07-29T18:00:00-03:00,2026-07-30T05:00:00-03:00,13.8,15.27,0,0,0,0,0
test,11,2026-07-29T19:00:00-03:00,2026-07-30T06:00:00-03:00,13.49,15.3,0,0,0,0,0
test,11,2026-07-29T20:00:00-03:00,2026-07-30T07:00:00-03:00,13.21,15.27,0,0,0,0,0
test,11,2026-07-29T21:00:00-03:00,2026-07-30T08:00:00-03:00,12.91,15.23,0,0,0,0,0
test,11,2026-07-29T22:00:00-03:00,2026-07-30T09:00:00-03:00,12.6,15.16,0,0,0,0,0
test,11,2026-07-29T23:00:00-03:00,2026-07-30T10:00:00-03:00,12.29,15.06,0,0,0,0,0
test,11,2026-07-30T00:00:00-03:00,2026-07-30T11:00:00-03:00,12.01,14.94,0,0,0,0,0
test,11,2026-07-30T01:00:00-03:00,2026-07-30T12:00:00-03:00,11.74,14.79,0,0,0,0,0
